#QueryTime	UserID	Query	ItemRank	ClickURL
2008-11-13 00:09:31	2410994	rights of men and women	4	http://www.eoc.org.uk
2008-11-13 00:09:31	3343357	http www.azteca america.com		
2008-11-13 00:09:31	784627	candy gals		
2008-11-13 00:09:33	1875688	aresgalaxy.com		
2008-11-13 00:09:33	1875688	aresgalaxy.com		
2008-11-13 00:09:33	2185833	ask jeeves	1	http://www.ask.com
2008-11-13 00:09:33	3025661	peavy.com		
2008-11-13 00:09:33	3112097	scarlet fever	2	http://www.cdc.gov
2008-11-13 00:09:33	539381	homail.co		
2008-11-13 00:09:34	526677	www.adobemillingco.com		
2008-11-13 00:09:35	2670445	naacp dallas tx	3	http://www.dallasnaacp.org
2008-11-13 00:09:36	1355826	grand ol' opry		
2008-11-13 00:09:37	2040366	http www nol jax.org		
2008-11-13 00:09:37	392197	-		
2008-11-13 00:09:38	1321993	sound take me out to the ball game free	4	http://www.stadiumsounds.com
2008-11-13 00:09:38	1947411	tom deregt	31	http://latc.com
2008-11-13 00:09:38	1947411	tom deregt	39	http://www.clubct.org
2008-11-13 00:09:38	3153955	labor unions ky		
2008-11-13 00:09:38	554663	123greetings	1	http://www.123greetings.com
2008-11-13 00:09:39	2297029	sahara sahel		
2008-11-13 00:09:39	2345510	shivers the game	10	http://www.eblong.com
2008-11-13 00:09:39	2345510	shivers the game	2	http://www.gameboomers.com
2008-11-13 00:09:39	2345510	shivers the game	5	http://www.redbeansoup.net
2008-11-13 00:09:39	2345510	shivers the game	8	http://www.gamefaqs.com
2008-11-13 00:09:40	1000568	disney vacation		
2008-11-13 00:09:40	1005803	credit check		
2008-11-13 00:09:40	3088791	mysapce.com		
2008-11-13 00:09:41	2174569	virginatlantic	1	http://www.virgin-atlantic.com
2008-11-13 00:09:41	2729262	minnesota		
2008-11-13 00:09:42	156717	sylver anklets		
2008-11-13 00:09:43	2340183	a1		
2008-11-13 00:09:43	3074372	cherry animated gif's		
2008-11-13 00:09:43	668679	ministry official	1	http://www.ministrymusic.org
2008-11-13 00:09:43	824800	forum2.letstalkdirty.org		
2008-11-13 00:09:44	156717	sylver anklets		
2008-11-13 00:09:44	2294808	fake trees	1	http://www.fraudfrond.com
2008-11-13 00:09:44	3434987	snapfiles.com		
2008-11-13 00:09:45	539381	homail.com	1	http://www.lovespoon.co.uk
2008-11-13 00:09:45	784627	candy gals		
2008-11-13 00:09:46	1402760	mucus		
2008-11-13 00:09:46	711617	google	1	http://www.google.com
2008-11-13 00:09:47	1245063	city.richmond.ca services nature		
2008-11-13 00:09:48	1606775	ippary crystal		
2008-11-13 00:09:48	2036689	argentina land		
2008-11-13 00:09:48	74791	leeclerk.org	1	http://leeclerk.org
2008-11-13 00:09:49	2966342	tv shows of movie stars date of death	79	http://www.thecustard.tv
2008-11-13 00:09:50	1408161	mike 20crain		
2008-11-13 00:09:50	1510107	www.off road.com	1	http://www.off-road.com
2008-11-13 00:09:50	1510107	www.off road.com	8	http://allaboutmud.com
2008-11-13 00:09:50	2196460	aarppassport	3	http://www.passportshq.com
2008-11-13 00:09:50	2196460	aarppassport	5	http://www.onlineplans.ca
2008-11-13 00:09:51	1227194	sonymusic.infopop.cc		
2008-11-13 00:09:51	1704633	www.afterhouyrs.com		
2008-11-13 00:09:51	929339	101.nowfind.net		
2008-11-13 00:09:52	1666920	largest reptile	1	http://ask.yahoo.com
2008-11-13 00:09:52	3434987	snapfiles.com	1	http://www.webattack.com
2008-11-13 00:09:53	1093926	chase bank.com		
2008-11-13 00:09:53	1127071	texas family law		
2008-11-13 00:09:53	1875688	ariesgalaxy.com		
2008-11-13 00:09:53	3255930	seven star hotels	1	http://www.jancisrobinson.com
2008-11-13 00:09:53	784627	candy gals		
2008-11-13 00:09:55	2103812	tothe		
2008-11-13 00:09:55	2921088	list of molesters for williamson county illinois 62959	1	http://www.cs.queensu.ca
2008-11-13 00:09:56	2340183	air fare	5	http://www.orbitz.com
2008-11-13 00:09:56	2971722	netscape		
2008-11-13 00:09:56	760082	cal 20state 20university 20long 20beach		
2008-11-13 00:09:57	2551192	jack russell terrier poodle	4	http://animal-world.com
2008-11-13 00:09:57	88522	yellow ledbetter lyrics	1	http://www.lyricsfreak.com
2008-11-13 00:09:58	74791	leeclerk.org		
2008-11-13 00:09:59	1227194	sonymusic.infopop.cc		
2008-11-13 00:09:59	1246036	polish american priests association		
2008-11-13 00:09:59	2445419	colombianos en mexico		
2008-11-13 00:10:00	1214215	chains world jewellery		
2008-11-13 00:10:00	1705018	hpi savage hopups	56	http://www.rc-racer.nl
2008-11-13 00:10:00	1705018	hpi savage hopups	57	http://www.megaproductions.net
2008-11-13 00:10:00	1705018	hpi savage hopups	58	http://www.huntfish.net
2008-11-13 00:10:00	1705018	hpi savage hopups	64	http://www.hobbypeople.net
2008-11-13 00:10:00	1705018	hpi savage hopups	65	http://www.rchopups.co.uk
2008-11-13 00:10:00	1901105	loan to start small bunissess		
2008-11-13 00:10:01	2729262	duluth minnesota		
2008-11-13 00:10:03	1162796	make a astronaut costume from items at home	115	http://www.starcostumes.com
2008-11-13 00:10:03	620513	char raine email		
2008-11-13 00:10:03	810158	bioenergetica 20on 20dallas		
2008-11-13 00:10:03	885328	mapquest	1	http://www.mapquest.com
2008-11-13 00:10:03	988541	pontoon		
2008-11-13 00:10:04	2055820	galottery	1	http://www.galottery.com
2008-11-13 00:10:04	461601	homeschooling		
2008-11-13 00:10:04	827536	new hope treatment center		
2008-11-13 00:10:06	1110277	ewoodong.com		
2008-11-13 00:10:06	1719033	ronald mouzelski		
2008-11-13 00:10:06	3153955	kentucky labor unions		
2008-11-13 00:10:07	1719033	ronald mouzelski		
2008-11-13 00:10:07	1966125	ragdoll breeders in georgia	1	http://www.ragdollinternational.org
2008-11-13 00:10:08	1719033	ronald mouzelski		
2008-11-13 00:10:08	1719033	ronald mouzelski		
2008-11-13 00:10:08	2127637	neiman marcus.com	1	http://www.neimanmarcus.com
2008-11-13 00:10:09	1958945	jobs		
2008-11-13 00:10:09	2297029	atlas mountains	3	http://en.wikipedia.org
2008-11-13 00:10:11	2705243	websudoku	1	http://www.websudoku.com
2008-11-13 00:10:11	2729262	duluth minnesota		
2008-11-13 00:10:11	3525967	unity	70	http://www.unityphx.org
2008-11-13 00:10:12	3074372	cherry animated gifs	1	http://www.andreaharner.com
2008-11-13 00:10:12	3074372	cherry animated gifs	2	http://members.fortunecity.com
2008-11-13 00:10:12	634642	googel	1	http://www.googel.fi
2008-11-13 00:10:13	1523196	parishilton	1	http://www.parishilton.ws
2008-11-13 00:10:13	3008702	aaa florida		
2008-11-13 00:10:13	3569118	beretta m92		
2008-11-13 00:10:15	1511800	google.com	1	http://www.google.com
2008-11-13 00:10:15	74791	leeclerk.org		
2008-11-13 00:10:16	1535623	panic at the disco	6	http://www.fueledbyramen.com
2008-11-13 00:10:16	1665379	size of		
2008-11-13 00:10:17	1084818	manila buletin	1	http://www.mb.com.ph
2008-11-13 00:10:17	1831335	i-pod download		
2008-11-13 00:10:17	2674349	myspace.	1	http://www.myspace.com
2008-11-13 00:10:18	1110277	ewoodong.com		
2008-11-13 00:10:19	1640897	http		
2008-11-13 00:10:19	1899032	google	1	http://www.google.com
2008-11-13 00:10:19	2392419	romantic nicknames for lovers	4	http://quotes4love.blogspot.com
2008-11-13 00:10:20	2420194	scooby doo		
2008-11-13 00:10:20	85664	ask jeeves	2	http://www.ajkids.com
2008-11-13 00:10:21	10189	rifle stocks by rainbow graph	4	http://www.fish.state.pa.us
2008-11-13 00:10:21	1668667	aamerican airlines vacations.com		
2008-11-13 00:10:21	2345696	scana energy	1	http://www.scana.com
2008-11-13 00:10:21	2345696	scana energy	2	http://www.complaints.com
2008-11-13 00:10:21	3476984	robertmorri.edu		
2008-11-13 00:10:21	3522855	ww.spiegel.com		
2008-11-13 00:10:21	988541	pontoon		
2008-11-13 00:10:23	1289748	olvia cosby show	1	http://www.everything2.com
2008-11-13 00:10:24	2322410	marykayintouch	1	http://www.marykayintouch.com
2008-11-13 00:10:24	2699317	ce emc gs ul csa	1	http://www.mainlandmart.com
